job_in_feb,work_in_feb,bus_in_feb,work_days_feb,work_hours_feb,take_home_pay_feb,job_in_apr,work_in_apr,bus_in_apr,work_days_apr,work_hours_apr,take_home_pay_apr,last_monthly_pay_apr,return_to_work,main_form_work,usual_work
No,Yes,,4.0,5.0,500.0,No,No,Yes,5.0,10.0,,,,Casual work,Elementary occupations
No,No,Yes,4.0,3.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,6000.0,Yes,,,2.0,12.0,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3700.0,No,No,No - I did nothing,0.0,0.0,,3700.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,10.0,10000.0,No,No,,,,,,Yes,Self-employed,
Yes,,,1.0,1.0,1800.0,Yes,,,,,1800.0,,,Self-employed,
Yes,,,5.0,8.0,250.0,Yes,,,,,150.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,3200.0,Yes,,,5.0,6.0,,3100.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I'm employed,,,,No,No,No - I'm employed,,,,,,,Not Employed
Yes,,,5.0,6.0,5000.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1500.0,No,No,No - I'm employed,0.0,0.0,,0.0,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,7.0,1500.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,6.0,,Yes,,,6.0,6.0,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2000.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,,,,No,Yes,,,,,100.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,3500.0,No,No,No - I did nothing,,,,1600.0,Yes,Regular job,Elementary occupations
Yes,,,2.0,8.0,780.0,No,No,No - I did nothing,,,,780.0,Yes,Regular job,Elementary occupations
No,No,Yes,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,1100.0,Yes,,,3.0,12.0,,1200.0,,Casual work,Clerical support workers
Yes,,,5.0,6.0,2600.0,Yes,,,3.0,6.0,,,,Regular job,Elementary occupations
Yes,,,5.0,11.0,1500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,10.0,5000.0,Yes,,,5.0,10.0,,,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,3000.0,Yes,,,5.0,6.0,,3000.0,,Regular job,Professionals
Yes,,,5.0,7.0,,Yes,,,5.0,7.0,,,,Regular job,Clerical support workers
Yes,,,5.0,12.0,2500.0,No,No,No - I did nothing,,,,,Yes,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,,2600.0,No,No,No - I did nothing,,,,,No,,
,,,,,,,,,,,,,,,
Yes,,,6.0,8.0,,Yes,,,6.0,8.0,,,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I'm employed,,,,No,No,No - I'm employed,,,,780.0,,,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,9.0,500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,10.0,13500.0,Yes,,,5.0,8.0,,13500.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,3.0,6.0,300.0,No,No,Yes,,,,,,I run a business,
Yes,,,6.0,10.0,25000.0,Yes,,,,,18000.0,,,I run a business,
No,No,Yes,5.0,7.0,600.0,No,No,No - I did nothing,,,,,No,,
No,No,Yes,5.0,4.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,10.0,3800.0,No,No,No - I did nothing,,,,,,,
Yes,,,4.0,12.0,7500.0,Yes,,,4.0,12.0,,,,Regular job,Professionals
Yes,,,5.0,,1270.0,No,No,No - I did nothing,,,,1270.0,Yes,Casual work,Elementary occupations
Yes,,,5.0,6.0,1200.0,No,No,No - I'm employed,0.0,0.0,,0.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,1350.0,Yes,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,5.0,9.0,,,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,3000.0,Yes,,,0.0,0.0,,2100.0,,Regular job,Managers
Yes,,,5.0,8.0,15000.0,Yes,,,0.0,0.0,,15000.0,,Regular job,Professionals
No,Yes,,,,800.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,7.0,780.0,Yes,,,,,,1200.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,,,,,,,,,,,,,,
No,Yes,,,,,Yes,,,6.0,10.0,,,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,7.0,1200.0,Yes,,,6.0,1.0,,580.0,,Casual work,Elementary occupations
Yes,,,5.0,12.0,6500.0,Yes,,,5.0,12.0,,6500.0,,Regular job,Service and sales workers
Yes,,,5.0,8.0,1800.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,6.0,8.0,1800.0,No,Yes,,6.0,8.0,,1800.0,,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,Yes,,,415.0,,,I run a business,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,,No,No,No - I did nothing,,,,,Yes,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2500.0,No,No,No - I did nothing,,,,,,,
Yes,,,3.0,8.0,1900.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,3.0,4.0,150.0,No,Yes,,5.0,4.0,,,,Casual work,Elementary occupations
Yes,,,5.0,9.0,4000.0,Yes,,,5.0,9.0,,2000.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,No,No,No - I'm employed,,,,,,Regular job,Professionals
Yes,,,6.0,5.0,2000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,2.0,8.0,1500.0,No,Yes,,0.0,0.0,,,,Regular job,Service and sales workers
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,,,1500.0,,,Self-employed,
No,No,Yes,,,65.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,7500.0,Yes,,,5.0,8.0,,7500.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,5500.0,Yes,,,7.0,8.0,,5000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,9.0,1500.0,Yes,,,,,500.0,,,I run a business,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,12.0,11000.0,Yes,,,2.0,0.0,,12000.0,,Regular job,"Plant and machine operators, and assemblers"
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,2000.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,3.0,8.0,3000.0,Yes,,,2.0,7.0,,2200.0,,Casual work,Clerical support workers
Yes,,,7.0,13.0,3500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,0.0,0.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,,Yes,,,5.0,9.0,,2900.0,,Regular job,Clerical support workers
Yes,,,3.0,5.0,10300.0,Yes,,,,,,10300.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,3.0,7.0,650.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,8.0,19000.0,Yes,,,5.0,8.0,,19000.0,,Regular job,Technicians and associate professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,7.0,8.0,800.0,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,2.0,7.0,780.0,Yes,,,,,,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,1.0,2.0,150.0,No,Yes,,2.0,2.0,,150.0,,Regular job,Elementary occupations
Yes,,,3.0,8.0,500.0,No,No,No - I did nothing,,,,,,,
Yes,,,5.0,8.0,8000.0,No,Yes,,3.0,5.0,,6500.0,,Regular job,Armed forces occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,3.0,6.0,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,20000.0,Yes,,,,,,20000.0,,Regular job,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,Yes,,,19000.0,,,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,3.0,9.0,,6000.0,,Regular job,Craft and related trades workers
Yes,,,2.0,6.0,700.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,1.0,7.0,200.0,No,No,No - I did nothing,0.0,7.0,,,Yes,Casual work,Elementary occupations
Yes,,,5.0,6.0,5800.0,No,Yes,,0.0,0.0,,5800.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,8.0,1320.0,No,No,No - I did nothing,,,,,,,
Yes,,,6.0,9.0,2500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,0.0,0.0,0.0,No,No,No - I did nothing,,,,,Yes,Self-employed,
Yes,,,4.0,8.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,12.0,,Yes,,,6.0,12.0,,20000.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,4000.0,No,No,No - I did nothing,,,1500.0,,Yes,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,Yes,,,5.0,6.0,,3000.0,,Casual work,Professionals
Yes,,,7.0,12.0,1300.0,Yes,,,7.0,12.0,,,,Regular job,Service and sales workers
Yes,,,5.0,8.0,6900.0,No,No,No - I did nothing,5.0,8.0,,,Yes,Regular job,Elementary occupations
Yes,,,5.0,9.0,30000.0,Yes,,,5.0,9.0,,30000.0,,Regular job,Managers
Yes,,,4.0,7.0,2000.0,No,Yes,,3.0,5.0,,2000.0,,Regular job,Self-Employed
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,8.0,5000.0,No,No,No - I did nothing,0.0,0.0,,3500.0,Yes,Regular job,Clerical support workers
Yes,,,5.0,7.0,5900.0,Yes,,,5.0,3.0,,5900.0,,Regular job,Professionals
"No, I'm retired",,,,,,,,,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,8.0,700.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,2500.0,No,No,No - I did nothing,,,,5700.0,Yes,Casual work,"Plant and machine operators, and assemblers"
Yes,,,2.0,8.0,2000.0,Yes,,,,,700.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,6.0,8.0,4200.0,No,No,No - I did nothing,,,,4500.0,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,2.0,6.0,250.0,No,No,No - I did nothing,,,,250.0,Yes,Casual work,Elementary occupations
Yes,,,7.0,,3800.0,No,Yes,,,,6000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,5000.0,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,,,,,,Yes,,Not Employed
Yes,,,2.0,8.0,700.0,Yes,,,,,700.0,,,Self-employed,
No,Yes,,0.0,1.0,,No,No,No - I'm employed,,,,,,Self-employed,
Yes,,,5.0,10.0,1900.0,Yes,,,5.0,9.0,,,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Casual work,Elementary occupations
Yes,,,5.0,5.0,2000.0,No,No,No - I'm employed,0.0,0.0,,2000.0,,Regular job,Managers
"No, I'm retired",,,,,,,,,,,,,,,
No,No,Yes,5.0,5.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,7.0,13.0,,No,No,No - I did nothing,,,,,Yes,Casual work,Service and sales workers
Yes,,,5.0,8.0,,Yes,,,,,24000.0,,,Self-employed,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,Yes,,,,,,,,Casual work,"Skilled agricultural, forestry and fishery workers"
Yes,,,2.0,8.0,700.0,No,No,No - I'm employed,0.0,0.0,,700.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,Yes,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,0.0,0.0,0.0,No,No,No - I did nothing,,,,,No,,
Yes,,,,,1500.0,No,No,No - I'm employed,0.0,0.0,,,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,5.0,7.0,8000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,8.0,7500.0,No,No,No - I did nothing,6.0,8.0,,3000.0,Yes,Regular job,Craft and related trades workers
No,No,Yes,5.0,8.0,1000.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,3500.0,No,No,No - I did nothing,0.0,0.0,,3600.0,Yes,Casual work,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,7.0,7.0,400.0,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,Yes,,,,,,,,,Service and sales workers
No,No,No - I did nothing,,,,Yes,,,7.0,,,1000.0,,Casual work,Managers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,7500.0,Yes,,,5.0,5.0,,7500.0,,Regular job,Service and sales workers
Yes,,,6.0,8.0,,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,,,,No,No,No - I did nothing,,,,,Yes,Regular job,Professionals
Yes,,,5.0,7.0,16000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,1600.0,No,Yes,,5.0,8.0,,1600.0,,Casual work,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2000.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Casual work,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,3200.0,Yes,Casual work,Elementary occupations
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,7.0,8.0,19000.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,14000.0,Yes,Regular job,Professionals
No,Yes,,3.0,5.0,900.0,Yes,,,,,1000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I'm employed,,,,,,,Not Employed
Yes,,,7.0,7.0,,Yes,,,7.0,7.0,,10000.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,780.0,No,No,No - I did nothing,,,,,,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,22500.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
,,,,,,,,,,,,,,,
Yes,,,3.0,3.0,200.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,20000.0,Yes,,,,,,20000.0,,Regular job,Professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,1950.0,No,No,Yes,0.0,0.0,,,,Casual work,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,6000.0,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,,,
Yes,,,5.0,10.0,3400.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,10.0,4300.0,Yes,,,6.0,6.0,,4300.0,,Regular job,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,Yes,,,,600.0,,,Self-employed,
Yes,,,5.0,7.0,,Yes,,,5.0,4.0,,,,Regular job,Professionals
Yes,,,5.0,8.0,1300.0,Yes,,,5.0,8.0,,,,Regular job,Craft and related trades workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
"No, I'm retired",,,,,,,,,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,7.0,3000.0,No,No,No - I did nothing,,,,,Yes,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,4.0,,Yes,,,4.0,4.0,,500.0,,Casual work,Professionals
Yes,,,5.0,5.0,3500.0,No,Yes,,,,,3400.0,,Regular job,Elementary occupations
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,0.0,No,No,No - I did nothing,0.0,,,0.0,Yes,Casual work,Service and sales workers
No,No,Yes,3.0,,100.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,0.0,8.0,0.0,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,Yes,,,,,350.0,,,Self-employed,
No,No,Yes,5.0,3.0,2500.0,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,8.0,2100.0,No,Yes,,,,200.0,,,I run a business,
Yes,,,5.0,8.0,1500.0,No,No,No - I did nothing,,,,0.0,Yes,Regular job,Service and sales workers
Yes,,,4.0,9.0,,No,No,No - I did nothing,2.0,9.0,,4000.0,Yes,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,,,,,,,,
Yes,,,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,6.0,3000.0,Yes,,,5.0,6.0,,3000.0,,Regular job,Elementary occupations
Yes,,,5.0,8.0,1500.0,No,No,No - I did nothing,0.0,0.0,,1500.0,Yes,Regular job,Professionals
Yes,,,5.0,8.0,4000.0,Yes,,,5.0,8.0,,4000.0,,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,0.0,0.0,,0.0,Yes,Casual work,Technicians and associate professionals
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,0.0,Yes,,,4.0,8.0,,780.0,,Casual work,Technicians and associate professionals
"No, I'm retired",,,,,,,,,,,,,,,
Yes,,,4.0,,4500.0,Yes,,,,,2000.0,,,Self-employed,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,Yes,,5.0,,2800.0,Yes,,,5.0,,,2800.0,,Regular job,Elementary occupations
Yes,,,5.0,8.0,20000.0,Yes,,,0.0,8.0,,20000.0,,Regular job,Technicians and associate professionals
Yes,,,5.0,8.0,0.0,No,No,No - I did nothing,0.0,0.0,,,Yes,Regular job,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,6.0,7.0,,No,No,No - I did nothing,,,,,No,,
No,No,No - I'm employed,,,,No,No,No - I'm employed,,,,,,,Not Employed
Yes,,,7.0,8.0,,Yes,,,,,3000.0,,,Self-employed,
Yes,,,1.0,8.0,150.0,No,No,No - I'm employed,0.0,0.0,,,,Casual work,Clerical support workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
No,No,Yes,2.0,24.0,300.0,No,No,No - I did nothing,,,,,No,,
Yes,,,4.0,8.0,3500.0,No,No,No - I did nothing,,,,,,,
Yes,,,5.0,8.0,3800.0,Yes,,,5.0,4.0,,2100.0,,Casual work,Clerical support workers
,Yes,,7.0,8.0,5400.0,No,Yes,,7.0,8.0,,5200.0,,Regular job,Service and sales workers
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
Yes,,,5.0,9.0,3000.0,Yes,,,5.0,9.0,,13000.0,,Regular job,"Plant and machine operators, and assemblers"
Yes,,,7.0,7.0,4000.0,Yes,,,5.0,,,,,Regular job,Elementary occupations
Yes,,,5.0,9.0,1000.0,No,No,No - I did nothing,,,,,No,,
Yes,,,7.0,8.0,5300.0,No,No,No - I did nothing,,,,,,,
No,No,No - I did nothing,,,,No,No,No - I did nothing,,,,,No,,
